patientage1,患者年龄1,Integer,9
patientrealname1,患者真实姓名1,String,50
patientappointmenttime1,患者任职时间1,TimeStamp,6
patientgender1,患者性别1,Boolean,1
patientfractionalline1,患者身高1,Double,126
patientlength1,患者长度1,Long,20
patientstudentI1,患者学号1,UUID,32
patienthappy1,患者生日1,Date,7
patientremarksInformation1,患者备注1,Clob,1024
patientmepicture1,患者图片1,LocalFile,1024
patientage2,患者年龄2,Integer,9
patientrealname2,患者真实姓名2,String,50
patientappointmenttime2,患者任职时间2,TimeStamp,6
patientgender2,患者性别2,Boolean,1
patientfractionalline2,患者身高2,Double,126
patientlength2,患者长度2,Long,20
patientstudentI2,患者学号2,UUID,32
patienthappy2,患者生日2,Date,7
patientremarksInformation2,患者备注2,Clob,1024
patientmepicture2,患者图片2,LocalFile,1024
patientage3,患者年龄3,Integer,9
patientrealname3,患者真实姓名3,String,50
patientappointmenttime3,患者任职时间3,TimeStamp,6
patientgender3,患者性别3,Boolean,1
patientfractionalline3,患者身高3,Double,126
patientlength3,患者长度3,Long,20
patientstudentI3,患者学号3,UUID,32
patienthappy3,患者生日3,Date,7
patientremarksInformation3,患者备注3,Clob,1024
patientmepicture3,患者图片3,LocalFile,1024
patientage4,患者年龄4,Integer,9
patientrealname4,患者真实姓名4,String,50
patientappointmenttime4,患者任职时间4,TimeStamp,6
patientgender4,患者性别4,Boolean,1
patientfractionalline4,患者身高4,Double,126
patientlength4,患者长度4,Long,20
patientstudentI4,患者学号4,UUID,32
patienthappy4,患者生日4,Date,7
patientremarksInformation4,患者备注4,Clob,1024
patientmepicture4,患者图片4,LocalFile,1024
patientage5,患者年龄5,Integer,9
patientrealname5,患者真实姓名5,String,50
patientappointmenttime5,患者任职时间5,TimeStamp,6
patientgender5,患者性别5,Boolean,1
patientfractionalline5,患者身高5,Double,126
patientlength5,患者长度5,Long,20
patientstudentI5,患者学号5,UUID,32
patienthappy5,患者生日5,Date,7
patientremarksInformation5,患者备注5,Clob,1024
patientmepicture5,患者图片5,LocalFile,1024
patientage6,患者年龄6,Integer,9
patientrealname6,患者真实姓名6,String,50
patientappointmenttime6,患者任职时间6,TimeStamp,6
patientgender6,患者性别6,Boolean,1
patientfractionalline6,患者身高6,Double,126
patientlength6,患者长度6,Long,20
patientstudentI6,患者学号6,UUID,32
patienthappy6,患者生日6,Date,7
patientremarksInformation6,患者备注6,Clob,1024
patientmepicture6,患者图片6,LocalFile,1024
patientage7,患者年龄7,Integer,9
patientrealname7,患者真实姓名7,String,50
patientappointmenttime7,患者任职时间7,TimeStamp,6
patientgender7,患者性别7,Boolean,1
patientfractionalline7,患者身高7,Double,126
patientlength7,患者长度7,Long,20
patientstudentI7,患者学号7,UUID,32
patienthappy7,患者生日7,Date,7
patientremarksInformation7,患者备注7,Clob,1024
patientmepicture7,患者图片7,LocalFile,1024
patientage8,患者年龄8,Integer,9
patientrealname8,患者真实姓名8,String,50
patientappointmenttime8,患者任职时间8,TimeStamp,6
patientgender8,患者性别8,Boolean,1
patientfractionalline8,患者身高8,Double,126
patientlength8,患者长度8,Long,20
patientstudentI8,患者学号8,UUID,32
patienthappy8,患者生日8,Date,7
patientremarksInformation8,患者备注8,Clob,1024
patientmepicture8,患者图片8,LocalFile,1024
patientage9,患者年龄9,Integer,9
patientrealname9,患者真实姓名9,String,50
patientappointmenttime9,患者任职时间9,TimeStamp,6
patientgender9,患者性别9,Boolean,1
patientfractionalline9,患者身高9,Double,126
patientlength9,患者长度9,Long,20
patientstudentI9,患者学号9,UUID,32
patienthappy9,患者生日9,Date,7
patientremarksInformation9,患者备注9,Clob,1024
patientmepicture9,患者图片9,LocalFile,1024
patientage10,患者年龄10,Integer,9
patientrealname10,患者真实姓名10,String,50
patientappointmenttime10,患者任职时间10,TimeStamp,6
patientgender10,患者性别10,Boolean,1
patientfractionalline10,患者身高10,Double,126
patientlength10,患者长度10,Long,20
patientstudentI10,患者学号10,UUID,32
patienthappy10,患者生日10,Date,7
patientremarksInformation10,患者备注10,Clob,1024
patientmepicture10,患者图片10,LocalFile,1024
patientage11,患者年龄11,Integer,9
patientrealname11,患者真实姓名11,String,50
patientappointmenttime11,患者任职时间11,TimeStamp,6
patientgender11,患者性别11,Boolean,1
patientfractionalline11,患者身高11,Double,126
patientlength11,患者长度11,Long,20
patientstudentI11,患者学号11,UUID,32
patienthappy11,患者生日11,Date,7
patientremarksInformation11,患者备注11,Clob,1024
patientmepicture11,患者图片11,LocalFile,1024
patientage12,患者年龄12,Integer,9
patientrealname12,患者真实姓名12,String,50
patientappointmenttime12,患者任职时间12,TimeStamp,6
patientgender12,患者性别12,Boolean,1
patientfractionalline12,患者身高12,Double,126
patientlength12,患者长度12,Long,20
patientstudentI12,患者学号12,UUID,32
patienthappy12,患者生日12,Date,7
patientremarksInformation12,患者备注12,Clob,1024
patientmepicture12,患者图片12,LocalFile,1024
patientage13,患者年龄13,Integer,9
patientrealname13,患者真实姓名13,String,50
patientappointmenttime13,患者任职时间13,TimeStamp,6
patientgender13,患者性别13,Boolean,1
patientfractionalline13,患者身高13,Double,126
patientlength13,患者长度13,Long,20
patientstudentI13,患者学号13,UUID,32
patienthappy13,患者生日13,Date,7
patientremarksInformation13,患者备注13,Clob,1024
patientmepicture13,患者图片13,LocalFile,1024
patientage14,患者年龄14,Integer,9
patientrealname14,患者真实姓名14,String,50
patientappointmenttime14,患者任职时间14,TimeStamp,6
patientgender14,患者性别14,Boolean,1
patientfractionalline14,患者身高14,Double,126
patientlength14,患者长度14,Long,20
patientstudentI14,患者学号14,UUID,32
patienthappy14,患者生日14,Date,7
patientremarksInformation14,患者备注14,Clob,1024
